"범죄별","재범기간및종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"직권남용","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","합계","소년범죄자 재범기간 및 종류","명","36","9","24","37","21","21","28","10","20","33","58","46","44","44",
"풍속범죄","동종재범","소년범죄자 재범기간 및 종류","명","1","-","4","8","4","4","3","4","6","4","9","13","19","18",
"풍속범죄","1개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","1","-","1","-","-","-","-","1","","-","1",
"풍속범죄","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","2","1","-","1","-","1","-","-","4","7","2",
"풍속범죄","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","1","-","1","1","-","1","2","2","3",
"풍속범죄","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","3","3","-","1","2","1","3","3","5","2","5","6",
"풍속범죄","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","1","2","1","-","2","-","-","-","3","1","4",
"풍속범죄","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","-","-","-","1","1","2","1","3","2",
"풍속범죄","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","1","1","-",
"풍속범죄","이종재범","소년범죄자 재범기간 및 종류","명","35","9","20","29","17","17","25","6","14","29","49","33","25","26",
"풍속범죄","1개월 이내","소년범죄자 재범기간 및 종류","명","2","-","-","-","-","-","6","-","-","2","2","5","3","1",
"풍속범죄","3개월 이내","소년범죄자 재범기간 및 종류","명","1","1","2","2","1","3","1","-","1","2","1","2","5","4",
"풍속범죄","6개월 이내","소년범죄자 재범기간 및 종류","명","-","1","2","2","2","-","1","-","4","3","10","7","3","4",
"풍속범죄","1년 이내","소년범죄자 재범기간 및 종류","명","5","4","4","10","9","7","5","1","3","9","15","6","6","3",
"풍속범죄","2년 이내","소년범죄자 재범기간 및 종류","명","9","1","4","8","2","4","7","1","4","7","8","8","4","4",
"풍속범죄","3년 이내","소년범죄자 재범기간 및 종류","명","9","-","4","3","3","1","4","3","1","6","10","4","2","9",
"풍속범죄","3년 초과","소년범죄자 재범기간 및 종류","명","9","2","4","4","-","2","1","1","1","-","3","1","2","1",
"간통","합계","소년범죄자 재범기간 및 종류","명","-","2","-","-","-","-","-","1","","","","","","",
"간통","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","이종재범","소년범죄자 재범기간 및 종류","명","-","2","-","-","-","-","-","1","","","","","","",
"간통","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","1년 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","-","","","","","","",
"간통","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","3년 초과","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","1","","","","","","",
"혼인빙자간음","합계","소년범죄자 재범기간 및 종류","명","1","1","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","이종재범","소년범죄자 재범기간 및 종류","명","1","1","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","1개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","","","","","","",
